job_title;seniority_level;status;company;location;post_date;headquarter;industry;ownership;company_size;revenue;skills;Revenue_numeric;Revenue Status;AVG_Salary
machine learning engineer;senior;hybrid;company_836;Dublin, Ireland . Hybrid;6 days ago;San Francisco, CA, US;Technology;Private;630;Ä1.27B;Not Defined;1.27;Reported;98012
data scientist;senior;on-site;company_316;Bengaluru, Karnataka, India;14 days ago;Eden Prairie, MN, US;Healthcare;Public;37,960;Public;spark, aws, python, sql, machine learning, deep learning, azure;;Not Reprted (Puplic) ;31349
data scientist;senior;hybrid;company_662;Redwood City, CA (Hybrid) . Hybrid;6 days ago;Redwood City, CA, US;Technology;Private;600;Private;Not Defined;;Not Reported (Private) ;220119
data scientist;senior;Not specified;company_837;Waltham, MA;7 days ago;London, GB;Energy;Public;12,270;Ä36.93B;git, r, python, sql, azure;36.93;Reported;138373.5
machine learning engineer;senior;hybrid;company_690;Pittsburgh, PA . Hybrid;7 days ago;Maplewood, MN, US;Healthcare;Public;22,060;Public;pytorch, aws, python, machine learning, deep learning;;Not Reprted (Puplic) ;120845
data scientist;lead;on-site;company_184;New York, NY;5 days ago;New York, NY, US;Retail;Public;130,040;Ä5.23B;sql, machine learning, r, python;5.23;Reported;137000
data scientist;senior;on-site;company_015;Los Angeles County, CA;7 days ago;Menlo Park, CA, US;Technology;Public;900;Public;pandas, numpy, pytorch, aws, scikit-learn, python, scipy, sql, machine learning, gcp, azure, tensorflow;;Not Reprted (Puplic) ;126955
data scientist;senior;on-site;company_134;Arlington, VA . Bellevue, WA;a day ago;Seattle, WA, US;Retail;Public;865,436;Ä832.81B;amazon, aws, r, python, sql, machine learning, tableau;832.81;Reported;166228
data scientist;senior;on-site;company_763;Princeton, NJ . New York, NY;19 days ago;New York, NY, US;Technology;Public;26,630;Public;pytorch, python, machine learning, keras, deep learning, tensorflow;;Not Reprted (Puplic) ;143853.5
data scientist;midlevel;on-site;company_269;Chennai, Tamil Nadu, India . Hyderabad, Telangana, India;a month ago;Charlotte, NC, US;Finance;Public;274,280;Ä276.82B;hadoop, git, gcp, python;276.82;Reported;20926
data scientist;senior;remote;company_832;Washington, United States;7 days ago;Renton, WA, US;Healthcare;Public;120,040;Nonprofit;r, python, scala, sql, machine learning, database, azure, tableau;Nonprofit;Reported;159834
data scientist;senior;remote;company_141;Fort Worth, TX;14 days ago;Bethesda, MD, US;Technology;Public;108,650;Ä117.13B;machine learning;117.13;Reported;116457
data scientist;senior;Not specified;company_250;New York, NY . Chicago, IL;4 days ago;Paris, FR;Healthcare;Private;76,010;Private;amazon, aws;;Not Reported (Private) ;83056.5
data scientist;senior;hybrid;company_840;East Coast, United States . New York, United States . Hybrid;a month ago;Altrincham, GB;Healthcare;Private;240;Private;Not Defined;;Not Reported (Private) ;146140
data scientist;senior;Not specified;company_844;Mountain View, CA;21 days ago;Mountain View, CA, US;Technology;Public;17,040;Ä94.59B;r, python, sql, machine learning, tableau;94.59;Reported;168973
data scientist;Not Specified;remote;company_845;Fully Remote;5 days ago;San Francisco, CA, US;Finance;Private;457;Private;Not Defined;;Not Reported (Private) ;133808
data scientist;lead;hybrid;company_846;Greater Birmingham, Alabama Area . Hybrid;14 days ago;Boulder, CO, US;Energy;Private;240;Private;Not Defined;;Not Reported (Private) ;137006.5
data scientist;senior;hybrid;company_313;Markham, Ontario, Canada . Toronto, Ontario, Canada . Hybrid;a month ago;London, GB;Finance;Public;29,490;Public;machine learning, python;;Not Reprted (Puplic) ;73454
data scientist;midlevel;Not specified;company_233;Springfield, VA;a month ago;Reston, VA, US;Technology;Public;27,420;Public;git, r, python, docker, linux, java, sql, database, deep learning;;Not Reprted (Puplic) ;115011.5
data scientist;senior;remote;company_572;Fully Remote;19 days ago;San Francisco, CA, US;Technology;Private;45;Private;Not Defined;;Not Reported (Private) ;166682.5
data scientist;senior;on-site;company_355;Bellevue, WA . San Francisco, CA . Seattle, WA . Palo Alto, CA;14 days ago;San Francisco, CA, US;Technology;Public;65,810;Ä130.59B;sql, r, python;130.59;Reported;170618
data scientist;senior;hybrid;company_848;Cambridge, MA . Hybrid;16 days ago;Basel, BS, CH;Healthcare;Public;107,710;Ä161.05B;python;161.05;Reported;79461
data scientist;midlevel;on-site;company_231;South San Francisco, CA . On-site;25 days ago;Kenilworth, NJ, US;Healthcare;Public;78,700;Ä231.13B;machine learning, r, python;231.13;Reported;203038
data scientist;senior;hybrid;company_182;Navi Mumbai, Maharashtra, India . Hybrid;7 days ago;Chicago, IL, US;Finance;Public;9,900;Public;python, neural network, sql, machine learning, deep learning;;Not Reprted (Puplic) ;15539
data scientist;midlevel;on-site;company_288;Washington, DC . On-site;5 days ago;Reston, VA, US;Technology;Public;26,060;Ä62.89B;python;62.89;Reported;164407
data scientist;midlevel;hybrid;company_793;Pittsburgh, PA . Hybrid;a month ago;Pittsburgh, PA, US;Education;Education;12,659;Education;database, sql, r, python;;Education company;51940
data scientist;senior;on-site;company_445;On-site;2 days ago;Ventura, CA, US;Technology;Public;2,300;Public;Not Defined;;Not Reprted (Puplic) ;215046.5
data scientist;Not Specified;hybrid;company_851;Bangalore, Karnataka, India . Hybrid;10 months ago;Edison, NJ, US;Technology;Private;3,570;Private;Not Defined;;Not Reported (Private) ;34569
data scientist;senior;Not specified;company_166;Veldhoven, North Brabant, Netherlands;14 days ago;Veldhoven, NB, NL;Technology;Public;24,800;Ä173.51B;Not Defined;173.51;Reported;82367
data scientist;senior;Not specified;company_852;San Antonio, TX;14 days ago;San Antonio, TX, US;Retail;Private;23,910;Private;spark, r, python, docker, scala, java, sql, machine learning, kubernetes, deep learning, tensorflow;;Not Reported (Private) ;130610
data scientist;lead;on-site;company_420;Bangkok, Bangkok, Thailand . On-site;a month ago;Singapore, SG;Technology;Private;4,570;Private;Not Defined;;Not Reported (Private) ;54267
data scientist;senior;Not specified;company_308;Hyderabad, Telangana, India;4 days ago;Redmond, WA, US;Technology;Public;182,288;Ä1.68T;pytorch, spark, r, python, scikit-learn, scala, machine learning, deep learning, hadoop, azure, tensorflow;1.68T;Reported;48604
data scientist;senior;remote;company_037;Remote, United States . Fully Remote;14 days ago;San Francisco, CA, US;Finance;Private;300;Private;Not Defined;;Not Reported (Private) ;167139
data scientist;lead;hybrid;company_851;Bangalore, Karnataka, India . Hybrid;a month ago;Edison, NJ, US;Technology;Private;3,560;Private;Not Defined;;Not Reported (Private) ;34568
data scientist;senior;Not specified;company_694;San Francisco, CA;2 months ago;San Francisco, CA, US;Finance;Private;90;Private;amazon, machine learning;;Not Reported (Private) ;232902
data scientist;lead;remote;company_859;Cardiff, London or Remote (UK) . Fully Remote;3 months ago;London, GB;Technology;Private;1,530;Ä4.36B;Not Defined;4.36;Reported;95900
data scientist;senior;Not specified;company_116;Louisville, KY;14 days ago;Dearborn, MI, US;Technology;Public;187,570;Ä51.83B;pandas, numpy, pytorch, git, r, python, scikit-learn, sql, gcp, machine learning, tensorflow, tableau;51.83;Reported;107773
data scientist;senior;Not specified;company_861;Oklahoma City, OK;7 days ago;Oklahoma City, OK, US;Technology;Public;4,780;Public;machine learning;;Not Reprted (Puplic) ;114172
data scientist;senior;on-site;company_864;St Louis, MO;a month ago;Brentwood, MO, US;Retail;Public;11,020;Public;pandas, amazon, powerbi, git, r, python, scipy, sql, machine learning, database, azure, matplotlib, tableau;;Not Reprted (Puplic) ;129379.5
data scientist;senior;on-site;company_705;San Francisco, CA . On-site;4 months ago;San Francisco, CA, US;Technology;Private;90;Private;Not Defined;;Not Reported (Private) ;172622.5
data scientist;senior;hybrid;company_667;Mountain View, CA, US . San Francisco, CA, US . Hybrid;9 days ago;Mountain View, CA, US;Technology;Private;2,810;Private;Not Defined;;Not Reported (Private) ;226506
data scientist;senior;hybrid;company_083;Madrid, Community of Madrid, Spain . Hybrid;21 days ago;Paris, IDF, FR;Technology;Private;263,610;Ä25.51B;pandas, numpy, aws, r, python, scikit-learn, machine learning, gcp, deep learning, azure, matplotlib;25.51;Reported;32158
data scientist;senior;hybrid;company_870;Chicago, Illinois, United States . New York, New York, United States . Hybrid;13 days ago;Chicago, IL, US;Technology;Private;420;Private;Not Defined;;Not Reported (Private) ;182674
data scientist;lead;on-site;company_235;San Antonio, TX;7 days ago;San Antonio, TX, US;Finance;Private;33,010;Private;r, python, sql, database, machine learning;;Not Reported (Private) ;219080.5
data scientist;lead;on-site;company_871;San Francisco, CA;7 days ago;San Francisco, CA, US;Technology;Private;45;Private;pytorch, aws, machine learning, azure, deep learning, tensorflow;;Not Reported (Private) ;178106.5
data scientist;senior;on-site;company_185;Linthicum Heights, MD . On-site;7 days ago;Falls Church, VA, US;Technology;Public;97,070;Ä75.05B;pandas, numpy, python, sql, database, matplotlib, tableau;75.05;Reported;178199
data scientist;junior;Not specified;company_152;Atlanta, GA;11 days ago;Atlanta, GA, US;Finance;Public;53,700;Ä19.70B;sql, machine learning, r, python;19.7;Reported;125135
data scientist;senior;on-site;company_873;Santa Clara, CA . On-site;15 days ago;Santa Clara, CA, US;Technology;Private;75;Private;Not Defined;;Not Reported (Private) ;182673
data scientist;midlevel;Not specified;company_781;Stamford, CT;21 days ago;Stamford, CT, US;Technology;Public;96,040;Public;spark, r, python, sql, machine learning;;Not Reprted (Puplic) ;95906
data scientist;senior;on-site;company_422;Englewood, CO . On-site;14 days ago;Englewood, CO, US;Technology;Public;2,520;Public;amazon, r, python, sql, database, machine learning, tableau;;Not Reprted (Puplic) ;92232.5
data scientist;midlevel;Not specified;company_875;Princeton, NJ;15 days ago;Princeton, NJ, US;Healthcare;Public;3,570;Public;sql, r, python;;Not Reprted (Puplic) ;187467.5
data scientist;midlevel;on-site;company_878;San Francisco, CA . San Jose, CA . Seattle, WA;2 days ago;San Jose, CA, US;Technology;Public;21,310;Ä144.62B;spark, python, sql, hadoop, machine learning;144.62;Reported;137646
data scientist;senior;Not specified;company_879;Madrid, Community of Madrid, Spain;23 days ago;Birmingham, AL, US;Finance;Public;123,020;Public;pandas, numpy, pytorch, aws, scikit-learn, python, docker, sql, machine learning, kubernetes, azure, tensorflow;;Not Reprted (Puplic) ;41559
data scientist;senior;on-site;company_880;United States;a month ago;San Diego, CA, US;Retail;Public;27,030;Public;aws, scikit-learn, python, sql, machine learning, gcp, azure;;Not Reprted (Puplic) ;118513
data scientist;Not Specified;hybrid;company_403;Boston, MA . Hybrid;8 days ago;Boston, MA, US;Retail;Public;17,040;Public;Not Defined;;Not Reprted (Puplic) ;115539.5
data scientist;senior;Not specified;company_603;Queenstown, Central Singapore Community Development Council, Singapore;a month ago;Singapore, SG;Education;Education;210;Education;neural network, machine learning, r, python;;Education company;54804
machine learning engineer;senior;on-site;company_883;Newport Beach, CA . ???????-???, ??????????, ??????????? ????? ???????;18 days ago;Walldorf, BW, DE;Technology;Public;117,800;Ä104.16B;pytorch, machine learning, database, deep learning, tensorflow;104.16;Reported;121017
data scientist;lead;remote;company_236;Canada . Fully Remote;2 days ago;Miami, FL, US;Technology;Private;30;Private;sql, machine learning;;Not Reported (Private) ;223771
data scientist;senior;hybrid;company_032;San Diego, CA . Hybrid;3 months ago;Minato City, JP;Technology;Public;110,020;Ä84.89B;pandas, numpy, scikit-learn, python, sql, machine learning, deep learning;84.89;Reported;187146.5
data scientist;midlevel;hybrid;company_061;Manchester, England, United Kingdom . Hybrid;7 days ago;Manchester, GB;Technology;Public;1,310;Public;airflow, spark, machine learning, python;;Not Reprted (Puplic) ;45671.5
data scientist;senior;Not specified;company_366;Columbia, MD;4 days ago;Columbia, MD, US;Technology;Private;180;Private;spark, aws, python, sql, machine learning, gcp, azure;;Not Reported (Private) ;73072
data scientist;senior;Not specified;company_291;Bengaluru East, Karnataka, India;4 days ago;Bengaluru, KA, IN;Technology;Public;261,040;Ä71.08B;aws, r, python, sql, neural network, gcp, azure;71.08;Reported;9585
data scientist;senior;hybrid;company_309;New York, United States . Hybrid;5 days ago;New York, NY, US;Technology;Private;3,510;Private;pandas, pytorch, aws, r, python, sql, machine learning, deep learning;;Not Reported (Private) ;143858
data scientist;senior;hybrid;company_885;Bethesda, MD . Hybrid;14 days ago;Reston, VA, US;Technology;Public;1,060;Nonprofit;sql, r, python;Nonprofit;Reported;166892
machine learning engineer;senior;Not specified;company_889;Brooklyn, NY;3 months ago;NY, US;Energy;Public;6,160;Public;spark, python, scala, java, airflow, gcp, machine learning, tensorflow;;Not Reprted (Puplic) ;201851
machine learning engineer;Not Specified;on-site;company_312;San Francisco, CA . Seattle, WA . New York, NY . On-site;6 days ago;Montreal, QC, CA;Technology;Private;31;Private;Not Defined;;Not Reported (Private) ;248885.5
data scientist;senior;on-site;company_744;Hillsboro, OR . Portland, OR . Lake Oswego, OR;14 days ago;Roseburg, OR, US;Finance;Public;3,790;Public;aws, r, python, sql, machine learning, azure;;Not Reprted (Puplic) ;116060
data scientist;senior;Not specified;company_894;Fort Worth, TX;7 days ago;Benbrook, TX, US;Technology;Private;510;Private;machine learning;;Not Reported (Private) ;100473
data scientist;senior;Not specified;company_895;Annapolis Junction, MD;3 months ago;Centreville, VA, US;Technology;Public;16,070;Public;sql, machine learning, r, python;;Not Reprted (Puplic) ;154450.5
data scientist;senior;Not specified;company_896;Dallas, TX;14 days ago;Dallas, TX, US;Finance;Public;100,050;Public;sql, machine learning, python;;Not Reprted (Puplic) ;75815
machine learning engineer;senior;Not specified;company_371;South San Francisco, CA;7 days ago;South San Francisco, CA, US;Healthcare;Private;250;Private;pytorch, deep learning, machine learning, python;;Not Reported (Private) ;184040
data scientist;senior;hybrid;company_115;Bengaluru, Karnataka, India . Hybrid;7 days ago;Frankfurt am Main, HE, DE;Finance;Public;68,440;Public;pytorch, aws, python, sql, gcp, azure, tensorflow;;Not Reprted (Puplic) ;24203
